ID_miejsca,ID_wyscigu,ID_wariantu_klubu,Zajete_miejsce,Kary,Numer_lodki
,63913808,20708529,7.0,0,0
,98881818,20708529,4.0,0,0
,31217293,20708529,1.0,0,0
,43450607,20708529,4.0,0,0
,81011921,20708529,7.0,0,0
,76586715,20708529,4.0,0,0
,69525636,20708529,4.0,0,0
,57926344,20708529,7.0,0,0
,68770420,20708529,4.0,0,0
,42095056,20708529,7.0,0,0
,40593295,20708529,5.0,0,0
,78669143,20708529,5.0,0,0
,63913808,68504006,7.0,0,0
,98881818,68504006,6.0,0,0
,31217293,68504006,6.0,0,0
,43450607,68504006,7.0,0,0
,81011921,68504006,3.0,0,0
,76586715,68504006,5.0,0,0
,69525636,68504006,6.0,0,0
,57926344,68504006,7.0,0,0
,68770420,68504006,2.0,0,0
,42095056,68504006,7.0,0,0
,40593295,68504006,2.0,0,0
,78669143,68504006,2.0,0,0
,63913808,96517047,5.0,0,0
,98881818,96517047,5.0,0,0
,31217293,96517047,7.0,0,0
,43450607,96517047,3.0,0,0
,81011921,96517047,6.0,0,0
,76586715,96517047,7.0,0,0
,69525636,96517047,5.0,0,0
,57926344,96517047,4.0,0,0
,68770420,96517047,7.0,0,0
,42095056,96517047,2.0,0,0
,40593295,96517047,4.0,0,0
,78669143,96517047,7.0,0,0
,63913808,97519162,4.0,0,0
,98881818,97519162,7.0,0,0
,31217293,97519162,5.0,0,0
,43450607,97519162,5.0,0,0
,81011921,97519162,5.0,0,0
,76586715,97519162,7.0,0,0
,69525636,97519162,7.0,0,0
,57926344,97519162,5.0,0,0
,68770420,97519162,3.0,0,0
,42095056,97519162,3.0,0,0
,40593295,97519162,7.0,0,0
,78669143,97519162,4.0,0,0
,63913808,15248730,6.0,0,0
,98881818,15248730,7.0,0,0
,31217293,15248730,3.0,0,0
,43450607,15248730,6.0,0,0
,81011921,15248730,7.0,0,0
,76586715,15248730,6.0,0,0
,69525636,15248730,7.0,0,0
,57926344,15248730,3.0,0,0
,68770420,15248730,7.0,1,0
,42095056,15248730,5.0,0,0
,40593295,15248730,7.0,0,0
,78669143,15248730,6.0,0,0
,56917135,49746069,2.0,0,0
,19287685,49746069,7.0,0,0
,97616046,49746069,1.0,0,0
,61372341,49746069,7.0,0,0
,40645410,49746069,5.0,0,0
,54004647,49746069,1.0,0,0
,56011172,49746069,7.0,0,0
,11097575,49746069,1.0,0,0
,15601875,49746069,2.0,0,0
,75578697,49746069,1.0,0,0
,73738621,49746069,7.0,0,0
,26615959,49746069,1.0,0,0
,30551147,49746069,7.0,0,0
,92635854,49746069,1.0,0,0
,44757489,49746069,4.0,0,0
,56917135,64830853,1.0,0,0
,19287685,64830853,1.0,0,0
,97616046,64830853,7.0,0,0
,61372341,64830853,3.0,0,0
,40645410,64830853,1.0,0,0
,54004647,64830853,7.0,0,0
,56011172,64830853,3.0,0,0
,11097575,64830853,4.0,0,0
,15601875,64830853,7.0,0,0
,75578697,64830853,2.0,0,0
,73738621,64830853,2.0,0,0
,26615959,64830853,7.0,0,0
,30551147,64830853,1.0,0,0
,92635854,64830853,2.0,0,0
,44757489,64830853,7.0,0,0
,56917135,66803490,7.0,0,0
,19287685,66803490,2.0,0,0
,97616046,66803490,2.0,0,0
,61372341,66803490,7.0,0,0
,40645410,66803490,2.0,0,0
,54004647,66803490,2.0,0,0
,56011172,66803490,1.0,0,0
,11097575,66803490,7.0,0,0
,15601875,66803490,3.0,0,0
,75578697,66803490,7.0,0,0
,73738621,66803490,3.0,0,0
,26615959,66803490,3.0,0,0
,30551147,66803490,7.0,0,0
,92635854,66803490,5.0,0,0
,44757489,66803490,3.0,0,0
,56917135,97519162,4.0,0,0
,19287685,97519162,7.0,0,0
,97616046,97519162,3.0,0,0
,61372341,97519162,2.0,0,0
,40645410,97519162,7.0,0,0
,54004647,97519162,5.0,0,0
,56011172,97519162,7.0,0,0
,11097575,97519162,3.0,0,0
,15601875,97519162,1.0,0,0
,75578697,97519162,4.0,0,0
,73738621,97519162,7.0,0,0
,26615959,97519162,2.0,0,0
,30551147,97519162,2.0,0,0
,92635854,97519162,7.0,0,0
,44757489,97519162,1.0,0,0
,56917135,77473926,3.0,0,0
,19287685,77473926,3.0,0,0
,97616046,77473926,7.0,0,0
,61372341,77473926,7.0,0,0
,40645410,77473926,4.0,0,0
,54004647,77473926,4.0,0,0
,56011172,77473926,5.0,0,0
,11097575,77473926,2.0,0,0
,15601875,77473926,7.0,0,0
,75578697,77473926,3.0,0,0
,73738621,77473926,5.0,0,0
,26615959,77473926,7.0,0,0
,30551147,77473926,7.0,0,0
,92635854,77473926,3.0,0,0
,44757489,77473926,2.0,0,0
,56917135,20708529,5.0,0,0
,19287685,20708529,4.0,0,0
,97616046,20708529,7.0,0,0
,61372341,20708529,4.0,0,0
,40645410,20708529,7.0,0,0
,54004647,20708529,6.0,0,0
,56011172,20708529,4.0,0,0
,11097575,20708529,6.0,0,0
,15601875,20708529,7.0,0,0
,75578697,20708529,5.0,0,0
,73738621,20708529,1.0,0,0
,26615959,20708529,7.0,0,0
,30551147,20708529,4.0,0,0
,92635854,20708529,7.0,0,0
,44757489,20708529,5.0,0,0
,56917135,68504006,6.0,0,0
,19287685,68504006,7.0,0,0
,97616046,68504006,5.0,0,0
,61372341,68504006,5.0,0,0
,40645410,68504006,3.0,0,0
,54004647,68504006,7.0,0,0
,56011172,68504006,7.0,0,0
,11097575,68504006,5.0,0,0
,15601875,68504006,4.0,0,0
,75578697,68504006,6.0,0,0
,73738621,68504006,7.0,0,0
,26615959,68504006,4.0,0,0
,30551147,68504006,6.0,0,0
,92635854,68504006,4.0,0,0
,44757489,68504006,7.0,0,0
,56917135,15248730,7.0,0,0
,19287685,15248730,5.0,0,0
,97616046,15248730,6.0,0,0
,61372341,15248730,1.0,0,0
,40645410,15248730,6.0,0,0
,54004647,15248730,7.0,0,0
,56011172,15248730,6.0,0,0
,11097575,15248730,7.0,0,0
,15601875,15248730,7.0,1,0
,75578697,15248730,7.0,0,0
,73738621,15248730,4.0,0,0
,26615959,15248730,5.0,0,0
,30551147,15248730,3.0,0,0
,92635854,15248730,6.0,0,0
,44757489,15248730,7.0,0,0
,56917135,96517047,7.0,0,0
,19287685,96517047,6.0,0,0
,97616046,96517047,4.0,0,0
,61372341,96517047,7.0,1,0
,40645410,96517047,7.0,0,0
,54004647,96517047,3.0,0,0
,56011172,96517047,2.0,0,0
,11097575,96517047,7.0,0,0
,15601875,96517047,5.0,0,0
,75578697,96517047,7.0,0,0
,73738621,96517047,6.0,0,0
,26615959,96517047,7.0,1,0
,30551147,96517047,5.0,0,0
,92635854,96517047,7.0,0,0
,44757489,96517047,6.0,0,0
,15189074,77473926,6.0,0,0
,91048939,77473926,1.0,0,0
,68998214,77473926,1.0,0,0
,87895614,77473926,5.0,0,0
,47551998,77473926,6.0,0,0
,9948115,77473926,1.0,0,0
,15189074,49746069,2.0,0,0
,91048939,49746069,6.0,0,0
,68998214,49746069,4.0,0,0
,87895614,49746069,1.0,0,0
,47551998,49746069,1.0,0,0
,9948115,49746069,6.0,0,0
,15189074,68504006,6.0,0,0
,91048939,68504006,2.0,0,0
,68998214,68504006,2.0,0,0
,87895614,68504006,6.0,0,0
,47551998,68504006,4.0,0,0
,9948115,68504006,3.0,0,0
,15189074,64830853,4.0,0,0
,91048939,64830853,6.0,0,0
,68998214,64830853,3.0,0,0
,87895614,64830853,3.0,0,0
,47551998,64830853,6.0,0,0
,9948115,64830853,2.0,0,0
,15189074,97519162,6.0,0,0
,91048939,97519162,3.0,0,0
,68998214,97519162,5.0,0,0
,87895614,97519162,2.0,0,0
,47551998,97519162,5.0,0,0
,9948115,97519162,6.0,0,0
,15189074,66803490,3.0,0,0
,91048939,66803490,6.0,0,0
,68998214,66803490,6.0,0,0
,87895614,66803490,6.0,0,0
,47551998,66803490,3.0,0,0
,9948115,66803490,4.0,0,0
,15189074,20708529,6.0,0,0
,91048939,20708529,5.0,0,0
,68998214,20708529,6.0,0,0
,87895614,20708529,4.0,0,0
,47551998,20708529,2.0,0,0
,9948115,20708529,6.0,0,0
,15189074,15248730,1.0,0,0
,91048939,15248730,6.0,0,0
,68998214,15248730,6.0,0,0
,87895614,15248730,6.0,0,0
,47551998,15248730,6.0,0,0
,9948115,15248730,5.0,0,0
,15189074,96517047,5.0,0,0
,91048939,96517047,4.0,0,0
,68998214,96517047,6.0,0,0
,87895614,96517047,6.0,0,0
,47551998,96517047,6.0,0,0
,9948115,96517047,6.0,0,0
,34008829,32679058,4.0,0,0
,53676151,32679058,1.0,0,0
,89653193,32679058,2.0,0,0
,84638398,32679058,5.0,0,0
,82493915,32679058,1.0,0,0
,41515994,32679058,2.0,0,0
,47056985,32679058,3.0,0,0
,96788606,32679058,1.0,0,0
,34027180,32679058,1.0,0,0
,5299689,32679058,4.0,0,0
,50703394,32679058,3.0,0,0
,19892586,32679058,3.0,0,0
,91321258,32679058,2.0,0,0
,59786661,32679058,1.0,0,0
,81953777,32679058,1.0,0,0
,34008829,5394163,2.0,0,0
,53676151,5394163,2.0,0,0
,89653193,5394163,3.0,0,0
,84638398,5394163,3.0,0,0
,82493915,5394163,3.0,0,0
,41515994,5394163,3.0,0,0
,47056985,5394163,1.0,0,0
,96788606,5394163,1.0,0,0
,34027180,5394163,5.0,0,0
,5299689,5394163,4.0,0,0
,50703394,5394163,1.0,0,0
,19892586,5394163,2.0,0,0
,91321258,5394163,1.0,0,0
,59786661,5394163,7.0,1,0
,81953777,5394163,3.0,0,0
,34008829,35887754,1.0,0,0
,53676151,35887754,5.0,0,0
,89653193,35887754,5.0,0,0
,84638398,35887754,3.0,0,0
,82493915,35887754,2.0,0,0
,41515994,35887754,2.0,0,0
,47056985,35887754,2.0,0,0
,96788606,35887754,2.0,0,0
,34027180,35887754,1.0,0,0
,5299689,35887754,3.0,0,0
,50703394,35887754,4.0,0,0
,19892586,35887754,1.0,0,0
,91321258,35887754,2.0,0,0
,59786661,35887754,5.0,0,0
,81953777,35887754,3.0,0,0
,34008829,97519162,2.0,0,0
,53676151,97519162,3.0,0,0
,89653193,97519162,1.0,0,0
,84638398,97519162,1.0,0,0
,82493915,97519162,2.0,0,0
,41515994,97519162,1.0,0,0
,47056985,97519162,2.0,0,0
,96788606,97519162,4.0,0,0
,34027180,97519162,6.0,0,0
,5299689,97519162,5.0,0,0
,50703394,97519162,2.0,0,0
,19892586,97519162,3.0,0,0
,91321258,97519162,6.0,0,0
,59786661,97519162,2.0,0,0
,81953777,97519162,2.0,0,0
,34008829,3343985,3.0,0,0
,53676151,3343985,2.0,0,0
,89653193,3343985,4.0,0,0
,84638398,3343985,1.0,0,0
,82493915,3343985,3.0,0,0
,41515994,3343985,5.0,0,0
,47056985,3343985,1.0,0,0
,96788606,3343985,3.0,0,0
,34027180,3343985,3.0,0,0
,5299689,3343985,1.0,0,0
,50703394,3343985,1.0,0,0
,19892586,3343985,4.0,0,0
,91321258,3343985,7.0,1,0
,59786661,3343985,1.0,0,0
,81953777,3343985,4.0,0,0
,34008829,20708529,4.0,0,0
,53676151,20708529,4.0,0,0
,89653193,20708529,1.0,0,0
,84638398,20708529,2.0,0,0
,82493915,20708529,4.0,0,0
,41515994,20708529,3.0,0,0
,47056985,20708529,5.0,0,0
,96788606,20708529,4.0,0,0
,34027180,20708529,3.0,0,0
,5299689,20708529,2.0,0,0
,50703394,20708529,5.0,0,0
,19892586,20708529,1.0,0,0
,91321258,20708529,4.0,0,0
,59786661,20708529,7.0,1,0
,81953777,20708529,2.0,0,0
,34008829,38352842,7.0,1,0
,53676151,38352842,5.0,0,0
,89653193,38352842,4.0,0,0
,84638398,38352842,2.0,0,0
,82493915,38352842,1.0,0,0
,41515994,38352842,4.0,0,0
,47056985,38352842,6.0,0,0
,96788606,38352842,3.0,0,0
,34027180,38352842,2.0,0,0
,5299689,38352842,6.0,0,0
,50703394,38352842,2.0,0,0
,19892586,38352842,2.0,0,0
,91321258,38352842,1.0,0,0
,59786661,38352842,7.0,1,0
,81953777,38352842,6.0,0,0
,34008829,28130866,5.0,0,0
,53676151,28130866,1.0,0,0
,89653193,28130866,3.0,0,0
,84638398,28130866,6.0,0,0
,82493915,28130866,6.0,0,0
,41515994,28130866,6.0,0,0
,47056985,28130866,4.0,0,0
,96788606,28130866,5.0,0,0
,34027180,28130866,4.0,0,0
,5299689,28130866,1.0,0,0
,50703394,28130866,5.0,0,0
,19892586,28130866,4.0,0,0
,91321258,28130866,3.0,0,0
,59786661,28130866,4.0,0,0
,81953777,28130866,1.0,0,0
,34008829,23372296,1.0,0,0
,53676151,23372296,4.0,0,0
,89653193,23372296,6.0,0,0
,84638398,23372296,7.0,1,0
,82493915,23372296,5.0,0,0
,41515994,23372296,4.0,0,0
,47056985,23372296,4.0,0,0
,96788606,23372296,2.0,0,0
,34027180,23372296,7.0,1,0
,5299689,23372296,2.0,0,0
,50703394,23372296,4.0,0,0
,19892586,23372296,5.0,0,0
,91321258,23372296,3.0,0,0
,59786661,23372296,3.0,0,0
,81953777,23372296,4.0,0,0
,34008829,15248730,3.0,0,0
,53676151,15248730,3.0,0,0
,89653193,15248730,2.0,0,0
,84638398,15248730,5.0,0,0
,82493915,15248730,4.0,0,0
,41515994,15248730,5.0,0,0
,47056985,15248730,6.0,0,0
,96788606,15248730,6.0,0,0
,34027180,15248730,5.0,0,0
,5299689,15248730,5.0,0,0
,50703394,15248730,3.0,0,0
,19892586,15248730,5.0,0,0
,91321258,15248730,4.0,0,0
,59786661,15248730,2.0,0,0
,81953777,15248730,5.0,0,0
,34008829,23628341,7.0,1,0
,53676151,23628341,7.0,1,0
,89653193,23628341,5.0,0,0
,84638398,23628341,4.0,0,0
,82493915,23628341,6.0,0,0
,41515994,23628341,6.0,0,0
,47056985,23628341,3.0,0,0
,96788606,23628341,6.0,0,0
,34027180,23628341,2.0,0,0
,5299689,23628341,3.0,0,0
,50703394,23628341,6.0,0,0
,19892586,23628341,6.0,0,0
,91321258,23628341,5.0,0,0
,59786661,23628341,3.0,0,0
,81953777,23628341,5.0,0,0
,34008829,96517047,6.0,0,0
,53676151,96517047,6.0,0,0
,89653193,96517047,6.0,0,0
,84638398,96517047,4.0,0,0
,82493915,96517047,5.0,0,0
,41515994,96517047,1.0,0,0
,47056985,96517047,5.0,0,0
,96788606,96517047,5.0,0,0
,34027180,96517047,4.0,0,0
,5299689,96517047,6.0,0,0
,50703394,96517047,6.0,0,0
,19892586,96517047,6.0,0,0
,91321258,96517047,5.0,0,0
,59786661,96517047,6.0,0,0
,81953777,96517047,6.0,0,0
,11268875,35887754,3.0,0,0
,80635105,35887754,2.0,0,0
,82794258,35887754,1.0,0,0
,84029861,35887754,1.0,0,0
,66368510,35887754,2.0,0,0
,11268875,32679058,1.0,0,0
,80635105,32679058,3.0,0,0
,82794258,32679058,4.0,0,0
,84029861,32679058,2.0,0,0
,66368510,32679058,1.0,0,0
,11268875,23628341,3.0,0,0
,80635105,23628341,5.0,0,0
,82794258,23628341,2.0,0,0
,84029861,23628341,1.0,0,0
,66368510,23628341,1.0,0,0
,11268875,5394163,6.0,0,0
,80635105,5394163,1.0,0,0
,82794258,5394163,3.0,0,0
,84029861,5394163,4.0,0,0
,66368510,5394163,2.0,0,0
,11268875,20708529,2.0,0,0
,80635105,20708529,2.0,0,0
,82794258,20708529,6.0,0,0
,84029861,20708529,3.0,0,0
,66368510,20708529,3.0,0,0
,11268875,23372296,1.0,0,0
,80635105,23372296,4.0,0,0
,82794258,23372296,3.0,0,0
,84029861,23372296,3.0,0,0
,66368510,23372296,6.0,0,0
,11268875,3343985,2.0,0,0
,80635105,3343985,5.0,0,0
,82794258,3343985,4.0,0,0
,84029861,3343985,2.0,0,0
,66368510,3343985,4.0,0,0
,11268875,97519162,4.0,0,0
,80635105,97519162,3.0,0,0
,82794258,97519162,1.0,0,0
,84029861,97519162,7.0,1,0
,66368510,97519162,3.0,0,0
,11268875,15248730,5.0,0,0
,80635105,15248730,1.0,0,0
,82794258,15248730,5.0,0,0
,84029861,15248730,5.0,0,0
,66368510,15248730,5.0,0,0
,11268875,28130866,4.0,0,0
,80635105,28130866,6.0,0,0
,82794258,28130866,2.0,0,0
,84029861,28130866,5.0,0,0
,66368510,28130866,4.0,0,0
,11268875,38352842,5.0,0,0
,80635105,38352842,4.0,0,0
,82794258,38352842,5.0,0,0
,84029861,38352842,6.0,0,0
,66368510,38352842,5.0,0,0
,11268875,96517047,6.0,0,0
,80635105,96517047,6.0,0,0
,82794258,96517047,6.0,0,0
,84029861,96517047,4.0,0,0
,66368510,96517047,6.0,0,0
,5251615,32679058,2.0,0,0
,42725657,32679058,1.0,0,0
,33689488,32679058,3.0,0,0
,66293235,32679058,1.0,0,0
,86446975,32679058,2.0,0,0
,96432941,32679058,2.0,0,0
,39090361,32679058,1.0,0,0
,22176482,32679058,2.0,0,0
,62581765,32679058,4.0,0,0
,27423829,32679058,1.0,0,0
,53646297,32679058,2.0,0,0
,98359783,32679058,2.0,0,0
,40408463,32679058,1.0,0,0
,58047198,32679058,5.0,0,0
,57883924,32679058,1.0,0,0
,5251615,3343985,3.0,0,0
,42725657,3343985,6.0,0,0
,33689488,3343985,1.0,0,0
,66293235,3343985,1.0,0,0
,86446975,3343985,3.0,0,0
,96432941,3343985,4.0,0,0
,39090361,3343985,2.0,0,0
,22176482,3343985,2.0,0,0
,62581765,3343985,1.0,0,0
,27423829,3343985,2.0,0,0
,53646297,3343985,1.0,0,0
,98359783,3343985,1.0,0,0
,40408463,3343985,3.0,0,0
,58047198,3343985,2.0,0,0
,57883924,3343985,2.0,0,0
,5251615,5394163,1.0,0,0
,42725657,5394163,3.0,0,0
,33689488,5394163,6.0,0,0
,66293235,5394163,3.0,0,0
,86446975,5394163,1.0,0,0
,96432941,5394163,1.0,0,0
,39090361,5394163,2.0,0,0
,22176482,5394163,1.0,0,0
,62581765,5394163,5.0,0,0
,27423829,5394163,2.0,0,0
,53646297,5394163,4.0,0,0
,98359783,5394163,7.0,1,0
,40408463,5394163,1.0,0,0
,58047198,5394163,5.0,0,0
,57883924,5394163,2.0,0,0
,5251615,23628341,4.0,0,0
,42725657,23628341,4.0,0,0
,33689488,23628341,1.0,0,0
,66293235,23628341,2.0,0,0
,86446975,23628341,5.0,0,0
,96432941,23628341,5.0,0,0
,39090361,23628341,3.0,0,0
,22176482,23628341,4.0,0,0
,62581765,23628341,2.0,0,0
,27423829,23628341,1.0,0,0
,53646297,23628341,3.0,0,0
,98359783,23628341,2.0,0,0
,40408463,23628341,3.0,0,0
,58047198,23628341,3.0,0,0
,57883924,23628341,3.0,0,0
,5251615,38352842,3.0,0,0
,42725657,38352842,4.0,0,0
,33689488,38352842,4.0,0,0
,66293235,38352842,2.0,0,0
,86446975,38352842,4.0,0,0
,96432941,38352842,3.0,0,0
,39090361,38352842,1.0,0,0
,22176482,38352842,4.0,0,0
,62581765,38352842,3.0,0,0
,27423829,38352842,3.0,0,0
,53646297,38352842,6.0,0,0
,98359783,38352842,1.0,0,0
,40408463,38352842,5.0,0,0
,58047198,38352842,2.0,0,0
,57883924,38352842,1.0,0,0
,5251615,35887754,4.0,0,0
,42725657,35887754,1.0,0,0
,33689488,35887754,2.0,0,0
,66293235,35887754,4.0,0,0
,86446975,35887754,1.0,0,0
,96432941,35887754,7.0,1,0
,39090361,35887754,5.0,0,0
,22176482,35887754,1.0,0,0
,62581765,35887754,3.0,0,0
,27423829,35887754,3.0,0,0
,53646297,35887754,3.0,0,0
,98359783,35887754,4.0,0,0
,40408463,35887754,2.0,0,0
,58047198,35887754,1.0,0,0
,57883924,35887754,6.0,0,0
,5251615,97519162,1.0,0,0
,42725657,97519162,2.0,0,0
,33689488,97519162,4.0,0,0
,66293235,97519162,3.0,0,0
,86446975,97519162,5.0,0,0
,96432941,97519162,6.0,0,0
,39090361,97519162,4.0,0,0
,22176482,97519162,3.0,0,0
,62581765,97519162,4.0,0,0
,27423829,97519162,4.0,0,0
,53646297,97519162,4.0,0,0
,98359783,97519162,3.0,0,0
,40408463,97519162,4.0,0,0
,58047198,97519162,4.0,0,0
,57883924,97519162,3.0,0,0
,5251615,20708529,2.0,0,0
,42725657,20708529,3.0,0,0
,33689488,20708529,2.0,0,0
,66293235,20708529,4.0,0,0
,86446975,20708529,6.0,0,0
,96432941,20708529,1.0,0,0
,39090361,20708529,3.0,0,0
,22176482,20708529,6.0,0,0
,62581765,20708529,5.0,0,0
,27423829,20708529,6.0,0,0
